1 36 2 2 35 1 0 0 0.1
2 43 10 12 36 3 0 85.8274 0.1
3 32 12 21 32 12 0 376.225 0.1
4 105 23 34 92 10 0 3340.03 0.1
5 381 52 67 292 4 0 21586.4 0.1
6 1010 70 90 796 2 0 82453.1 0.1
7 1057 66 106 861 2 0 90978.2 0.1
8 1080 65 122 887 2 0 93895.6 0.1
9 1081 58 141 898 2 0 95962 0.1
10 1063 61 157 867 2 0 91188.3 0.1
11 1053 57 175 849 2 0 88358.8 0.1
12 1083 53 185 900 2 0 96678.5 0.1
13 1090 48 195 907 2 0 97489.7 0.1
14 1072 55 205 883 2 0 93534.1 0.1
15 1075 58 223 886 2 0 93763.3 0.1
16 1074 58 234 883 2 0 93274.2 0.1
17 1056 55 245 854 2 0 90080.2 0.1
18 1112 66 262 925 3 0 110027 0.1
19 1545 77 282 1291 3 0 191228 0.1
20 1539 74 294 1265 3 0 190974 0.1
21 1541 68 303 1244 2 0 192435 0.1
22 1532 58 307 1233 2 0 189444 0.1
23 1557 61 319 1267 2 0 197250 0.1
24 1548 70 339 1257 2 0 194462 0.1
25 1573 63 347 1311 2 0 206951 0.1
26 1551 65 363 1272 2 0 197840 0.1
27 1548 56 372 1265 2 0 195180 0.1
28 1542 64 381 1262 2 0 194824 0.1
29 1538 65 393 1255 2 0 192669 0.1
30 1530 65 398 1238 2 0 190003 0.1
31 1530 68 409 1241 2 0 189562 0.1
32 1519 69 417 1228 2 0 186035 0.1
33 1554 66 422 1280 2 0 199119 0.1
34 1524 72 431 1228 2 0 187837 0.1
35 1564 57 439 1293 2 0 202799 0.1
36 1565 62 447 1292 2 0 203132 0.1
37 1570 64 451 1301 2 0 204132 0.1
38 1553 57 454 1272 2 0 198198 0.1
39 1564 57 461 1290 2 0 201690 0.1
40 1564 56 466 1300 2 0 202835 0.1
41 1568 69 471 1306 2 0 204299 0.1
42 1575 73 476 1319 2 0 207406 0.1
43 1513 67 483 1208 2 0 182617 0.1
44 1495 71 487 1183 2 0 177872 0.1
45 1493 70 490 1175 2 0 176711 0.1
46 1534 65 495 1243 2 0 189985 0.1
47 1534 66 501 1241 2 0 189935 0.1
48 1540 69 507 1261 2 0 194329 0.1
49 1552 62 508 1280 2 0 197904 0.1
50 1541 67 512 1249 2 0 191277 0.1
51 1550 61 514 1267 2 0 196155 0.1
52 1545 65 520 1252 2 0 192750 0.1
53 1544 66 525 1269 2 0 195135 0.1
54 1545 65 527 1274 2 0 197130 0.1
55 1544 64 529 1260 2 0 196162 0.1
56 1553 61 530 1275 2 0 198457 0.1
57 1550 61 532 1266 2 0 195183 0.1
58 1561 57 536 1291 2 0 201443 0.1
59 1577 64 540 1302 2 0 204648 0.1
60 1543 69 541 1253 2 0 192433 0.1
61 1549 62 541 1266 2 0 193301 0.1
62 1563 61 545 1291 2 0 200469 0.1
63 1550 61 548 1265 2 0 196379 0.1
64 1555 61 549 1277 2 0 198174 0.1
65 1550 64 550 1264 2 0 195784 0.1
66 1562 63 550 1298 2 0 202542 0.1
67 1559 67 553 1294 2 0 201821 0.1
68 1559 68 555 1285 2 0 199958 0.1
69 1536 64 555 1244 2 0 192287 0.1
70 1511 66 557 1211 2 0 183619 0.1
71 1517 61 557 1217 2 0 185196 0.1
72 1519 59 558 1223 2 0 186751 0.1
73 1540 57 559 1254 2 0 194420 0.1
74 1562 60 561 1285 2 0 201061 0.1
75 1589 59 563 1334 2 0 211513 0.1
76 1574 60 565 1313 2 0 204903 0.1
77 1553 61 566 1282 2 0 198537 0.1
78 1550 57 570 1274 2 0 197316 0.1
79 1550 62 572 1276 2 0 197920 0.1
80 1521 63 573 1215 2 0 185498 0.1
81 1535 64 573 1238 2 0 190252 0.1
82 1563 64 575 1287 2 0 201229 0.1
83 1540 72 579 1249 2 0 191102 0.1
84 1541 66 581 1251 2 0 193517 0.1
85 1561 68 582 1292 2 0 202145 0.1
86 1551 68 582 1277 2 0 198708 0.1
87 1537 61 583 1246 2 0 192002 0.1
88 1549 68 583 1270 2 0 196612 0.1
89 1550 62 584 1267 2 0 198129 0.1
90 1526 60 586 1230 2 0 188657 0.1
91 1529 59 588 1237 2 0 189174 0.1
92 1546 63 590 1264 2 0 196267 0.1
93 1524 65 590 1226 2 0 188398 0.1
94 1558 69 590 1268 2 0 196863 0.1
95 1558 66 590 1272 2 0 198489 0.1
96 1534 69 593 1239 2 0 190128 0.1
