generation,Npop,diversity,encountered,core_pop,core_size
120,542,95,1437,356,8
121,496,88,1440,306,5
122,584,93,1440,382,5
123,557,96,1445,356,7
124,527,86,1449,351,5
125,520,89,1452,332,4
126,556,94,1456,354,4
127,537,102,1460,348,5
128,526,92,1466,346,6
129,498,84,1468,345,10
130,391,78,1469,261,6
131,528,95,1471,335,5
132,582,95,1473,379,6
133,415,80,1475,303,10
134,310,79,1482,245,21
135,285,85,1485,193,11
136,447,89,1486,279,6
137,713,109,1491,458,5
138,410,81,1499,292,9
139,203,67,1504,141,7
140,163,50,1506,136,16
141,153,56,1510,95,5
142,270,61,1517,183,5
143,299,51,1521,215,5
144,286,60,1532,189,4
145,296,54,1540,220,7
146,290,53,1545,197,5
147,282,54,1556,207,9
148,293,57,1561,208,4
149,307,56,1566,210,3
150,305,55,1571,219,4
151,250,59,1582,185,12
152,256,57,1587,197,13
153,271,51,1591,196,7
154,271,55,1595,179,4
155,162,58,1621,127,16
156,204,77,1668,156,20
157,302,91,1703,207,11
158,321,90,1741,217,12
159,472,101,1784,285,6
160,636,99,1809,395,4
161,706,92,1825,475,3
162,673,80,1840,444,4
163,699,83,1857,472,3
164,655,81,1871,463,8
165,667,90,1896,460,6
166,684,83,1912,466,5
167,669,92,1933,433,3
168,692,92,1947,462,3
169,653,96,1960,435,6
170,706,83,1973,487,4
171,711,85,1988,473,3
172,706,79,1998,484,5
173,696,89,2011,457,3
174,690,95,2021,443,3
175,670,95,2032,436,4
176,669,88,2044,430,3
177,668,99,2055,436,4
178,702,90,2060,479,4
179,668,81,2064,437,4
180,681,85,2076,441,3
181,673,86,2080,451,4
182,668,100,2089,431,4
183,638,85,2095,415,6
184,699,90,2106,482,5
185,703,87,2114,466,3
186,714,91,2120,485,3
187,690,88,2125,448,3
188,660,97,2132,438,5
189,658,92,2150,457,7
190,495,91,2170,315,4
191,259,65,2177,168,6
192,157,43,2182,95,3
193,112,38,2188,83,9
194,140,49,2199,101,9
195,235,72,2220,154,8
196,353,79,2244,235,7
197,335,66,2256,237,9
198,360,70,2265,267,9
199,336,77,2273,233,11
200,363,74,2283,240,6
201,370,79,2291,251,5
202,372,77,2297,252,5
203,348,70,2305,226,4
204,351,75,2313,231,6
205,340,79,2322,230,7
206,361,76,2331,252,8
207,352,69,2336,242,7
208,361,75,2345,241,5
209,361,70,2353,242,5
210,369,66,2361,260,5
211,340,78,2373,243,10
212,350,72,2381,218,5
213,392,77,2390,256,4
214,367,78,2402,255,6
215,386,78,2410,271,6
216,366,82,2421,252,7
217,292,79,2435,196,7
218,281,68,2441,193,7
219,234,66,2446,156,8
220,183,54,2450,144,14
221,158,67,2458,120,20
222,304,82,2466,212,9
223,329,69,2470,229,7
224,360,75,2484,248,7
225,389,66,2488,244,3
226,410,60,2493,263,3
227,452,58,2495,308,2
228,423,63,2507,290,3
229,398,63,2518,256,2
230,422,64,2526,287,3
231,396,62,2533,260,4
232,419,65,2541,278,3
233,418,65,2541,272,2
234,427,64,2548,279,6
235,530,69,2560,338,3
236,480,72,2569,320,7
237,508,76,2575,331,5
238,479,80,2586,310,6
239,489,82,2598,297,3
240,504,79,2600,334,5
